"art_show_id","brand_id"
"101","DOMAINE_DE_POULVAREL"
"102","CHATEAU_BEAUBOIS"
"103","CHATEAU_GUIOT"
"104","CHATEAU_MOURGUES_DU_GRES"
"105","CHATEAU_D_OR_ET_DE_GUEULES"
"106","DOMAINE_GASSIER"
